PALABRA,TEMATICA - HOMOLOGACION,TEMATICA - PQR,SUBTEMATICA - SEGUIMIENTO RESPUESTA ,SUBTEMATICA - EQUIPO BLOQUEADO,SUBTEMATICA - OTROS,SUBTEMATICA - IMPOSIBILIDAD OBTENER REQUISITOS,SUBTEMATICA - PROBLEMAS DE REGISTRO,SUBTEMATICA - REALIZAR EL TRAMITE HOMOLOGACION,SUBTEMATICA - PETICION POR FORMULARIO,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR AUTORIZADO,SUBTEMATICA - CONSULTA DE PERTINENCIA,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR COMERCIO COLOMBIANO,SUBTEMATICA - CORRECION CARTA DE HOMOLOGACION,SUBTEMATICA - COMPLEMENTACION POSTULACION,SUB-SUBTEMATICA - NO APLICA
2,9,22,0,2,1,1,0,0,22,0,4,0,1,0,31
disfrute,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sonora,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
indican,1,4,0,0,1,0,0,0,4,0,0,0,0,0,5
negociadas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
documento,4,24,0,3,1,0,0,0,24,0,0,0,0,0,28
preguntas,1,3,0,1,0,0,0,0,3,0,0,0,0,0,4
provide,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
gobierno,2,1,0,2,0,0,0,0,1,0,0,0,0,0,3
mismo.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
apartamento,0,13,0,0,0,0,0,0,13,0,0,0,0,0,13
promesa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sem,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
definir,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
promoción,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
armel,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
roberto.conde,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vuelven,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
adquirió,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
explícita,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
édison,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4623,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
iva,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
compró,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
demas,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ordenaba,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
demasiado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
guillosernacali,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
historial,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
deshabilitado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
www.americasoutletfactory.com,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
configuraciones,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
suscritos,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
znl477,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
manipulando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
institucionales,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
arcos,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
ver,4,8,0,3,0,1,0,0,8,0,0,0,0,0,12
justo,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
best,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ap,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
written,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lista,2,1,1,1,0,0,0,0,1,0,0,0,0,0,3
físico,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
formas,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
pte,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
intended,1,17,0,0,0,0,0,0,17,0,1,0,0,0,18
excusando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
identificados,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
recuerda,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2017717154,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
view,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
voluntad,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
freddy,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
acordadas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
destruição,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
encontramos,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2918,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contactenos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10:10,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
regreso,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
entrado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
video,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
identificacion,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
bi,3,12,0,0,0,0,0,0,12,0,1,0,1,1,15
admita,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
is,4,36,0,0,0,0,0,0,36,1,3,0,0,0,40
obligación,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14
mi5s,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
explican,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
312,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2
pqr,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
coaccionado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
november,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
cerrado,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
valida,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
poseen,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
anexarles,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
32b,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
respondo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
agregamos,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
recibidos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
administrativos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
verifico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
continuidad,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
período,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
6:00,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
telefax,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
+65,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
unico,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
firmo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sm-g900v,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
solicito,24,12,3,17,1,1,0,1,12,0,0,1,0,0,36
soon,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
doméstica,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ruidos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
actualmente,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
tale,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
3127160335-3122298239,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
significando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
telefonicas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
generan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
habiles,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016711809,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25-60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
restringir,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
technology,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2
adjuntados,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
proporcionen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
oferente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
opiniones,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
some,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
isaquita,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
coran96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
propuesta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
haciéndolo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
word,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
that,1,16,0,0,0,0,0,0,16,0,1,0,0,0,17
reserva,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
materia,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
..,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
consideraciones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
about,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
york,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
relacionados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
intercambio,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
pendiente,1,3,0,0,1,0,0,0,3,0,0,0,0,0,4
server,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
9:23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
favor,23,28,0,15,1,1,0,3,28,1,2,0,0,0,51
atendido,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cerciorarse,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
realizaron,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
giraldo,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
unas,2,5,0,2,0,0,0,0,5,0,0,0,0,0,7
valido,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
robados,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
atribuidas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
inc,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
funcione,2,1,0,2,0,0,0,0,1,0,0,0,0,0,3
petición,5,22,0,3,0,1,0,0,22,0,1,0,0,0,27
gonzález,1,5,0,0,0,0,0,0,5,0,1,0,0,0,6
atropellado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
duplicados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
iniciada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
informado,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
3087,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
certification,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
carlos.segovia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
funcionaba,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
jeroen,0,12,0,0,0,0,0,0,12,0,0,0,0,0,12
dónde,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
3198300/,3,1,0,0,0,0,0,0,1,0,1,0,1,1,4
criterios,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
limited,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
at,2,5,0,1,0,0,0,0,5,0,1,0,0,0,7
primer,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
acosta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
they,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
habilite,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
webmaster,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
falló,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
s.a.,1,6,0,0,0,0,0,0,6,0,0,0,0,1,7
z812,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
h_amezquitah,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
agradecemos,2,9,0,0,0,0,0,0,9,0,0,0,1,1,11
diversa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
perdido,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
lugar,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
civiles,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
n.w.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1994,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
ofrecemos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12:16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
contestaba,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
camilo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
recibos,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
garcia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
e/ou,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
exigibles,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
copias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
educativo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
justiniano,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
privadas,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4
202.387.0425,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ramiro,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2-,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
reporte,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
habiéndose,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
calificación,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
riego,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pongo,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2
perez,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
efectiva,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
conformité,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
entrega,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
llama,4,3,0,4,0,0,0,0,3,0,0,0,0,0,7
tardes,19,27,2,13,0,3,0,0,27,0,0,1,0,0,46
encontrar,6,0,1,5,0,0,0,0,0,0,0,0,0,0,6
recurso,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
supuestasmente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contesto,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
electromagnético,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
facilitado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
177,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sistemas,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
requieran,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
presence,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
solicite,1,2,0,0,0,1,0,0,2,0,0,0,0,0,3
share,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
contar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
carecer,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
verbalmente,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
lte,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
0700,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
constituirse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
permanecer,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
laborales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ofrecido,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tres,5,5,0,5,0,0,0,0,5,0,0,0,0,0,10
expuesto,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
haciendo,5,4,1,2,0,0,0,0,4,0,2,0,0,0,9
república,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
entrecortadas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lopera,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
pagar,0,12,0,0,0,0,0,0,12,0,0,0,0,0,12
europa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
y/u,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contacto_celmedia,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
marcar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
contencioso,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
indicaciones,3,1,0,3,0,0,0,0,1,0,0,0,0,0,4
intentando,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3
mw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
alcances,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
or,3,25,0,0,0,0,0,0,25,1,2,0,0,0,28
sirva,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
estimado,3,3,0,0,0,0,0,0,3,0,3,0,0,0,6
name,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
búsqueda,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
considero,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2
resumidas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
escríbenos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pésimo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tolú,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
daños,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14
rohit,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
dude,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
utilidad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
atencioncliente,4,9,0,0,0,0,0,0,9,0,2,0,1,1,13
principio,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
“con,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
elementos,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
rurales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
note,9,0,0,7,0,1,0,0,0,0,1,0,0,0,9
borrado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
muchas,22,19,1,13,1,1,0,1,19,1,3,0,1,0,41
tic,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
pida,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
económicas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
solicitante,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
fotocopia,1,7,0,1,0,0,0,0,7,0,0,0,0,0,8
devuelto,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
nueva,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
grc-2011127018-2011,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
quedamos,1,9,0,0,0,0,0,0,9,0,1,0,0,0,10
causante,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
decide,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
fecha,3,25,1,1,1,0,0,0,25,0,0,0,0,0,28
indicas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5031,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
particulares,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
antecede,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
extensión,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4
penang,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
yahoo.com,1,6,0,1,0,0,0,0,6,0,0,0,0,0,7
guzmán,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
suplantada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
identificado,4,2,0,3,0,0,0,0,2,0,0,1,0,0,6
mesma,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
interrumpio,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
casos,2,8,0,2,0,0,0,0,8,0,0,0,0,0,10
válido,3,0,2,1,0,0,0,0,0,0,0,0,0,0,3
tema,1,7,1,0,0,0,0,0,7,0,0,0,0,0,8
4,9,25,0,7,0,1,0,1,25,0,0,0,0,0,34
reciente,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
consta,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
motivo,5,8,1,3,0,0,0,0,8,0,0,1,0,0,13
obtener,1,5,0,1,0,0,0,0,5,0,0,0,0,0,6
acompañado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
claro,10,35,1,4,2,0,0,1,35,1,0,1,0,0,45
automática,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vásquez,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
mcorreo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
puedan,7,7,0,4,1,0,0,0,7,0,2,0,0,0,14
plane,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
entry,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
telefónicos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lograr,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
+886,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4
peticionario,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
ejecutarse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
prohibited,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
cali,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
now,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
“storing,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sres,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
dirección,0,15,0,0,0,0,0,0,15,0,0,0,0,0,15
tal,4,11,0,3,0,0,0,0,11,0,0,1,0,0,15
damos,2,2,0,1,0,0,0,0,2,0,1,0,0,0,4
usar,3,1,0,3,0,0,0,0,1,0,0,0,0,0,4
considerando,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
936,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
00468612-99999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
atenciòn,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
equivocación,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
140,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
situaciones,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
actualidad,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2
skoda,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
rodríguez,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
supuestos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
incapacidad,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
seus,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
contenidos,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
atención.,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
sugieron,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
emisión,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
implícito,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
david.gilguzman,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
bórrelo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
semejante,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
bajo,3,12,0,0,0,0,0,0,12,0,1,2,0,0,15
14-04-2.014,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
ausentarme,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
agency,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
file,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
operador,7,9,1,3,0,1,1,1,9,0,0,0,0,0,16
reflexiona,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dolo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
subdirección,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3218386275,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12/03/2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017552126,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
queremos,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
experiencia,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
stella,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
52.519.345,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
buenas,26,33,2,19,1,3,0,0,33,0,0,1,0,0,59
vperez,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
definiciones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
garantiza,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
desbloqueen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cuales,2,5,0,1,1,0,0,0,5,0,0,0,0,0,7
gomez,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
care,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
examinar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
quitar,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2
característica,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cancelación,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
casa,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
820,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
pedimos,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
armando,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
descripción,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
direccion,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
abstaining,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lite,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
repercussion,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pagos,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
48050,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
riesgo,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
huila,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
marcando,1,2,0,0,1,0,0,0,2,0,0,0,0,0,3
claudia,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
!,4,20,0,1,0,0,0,0,20,0,1,0,2,0,24
ejecución,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
ser,17,34,2,12,0,1,0,0,34,1,0,1,0,0,51
identificar,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2
cdma,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
curso,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
modificación,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
margin:70.85pt,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
mobile,2,3,0,1,0,0,0,0,3,0,0,0,1,0,5
parcialmente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
plus,5,0,0,4,0,0,0,0,0,0,0,0,0,1,5
usa,6,1,0,6,0,0,0,0,1,0,0,0,0,0,7
ldn,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
seguimiento,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
guía,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2
much,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
visualizar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
pode,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
traslado,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
